"date","city","max_gust","average_daily_temp","average_daily_rain","weekday","period_of_year"
2020-01-01,Amsterdam,"17 km/h",2.75,0.0,"1","3"
2020-01-02,Amsterdam,"32 km/h",2.0,0.0,"1","3"
2020-01-03,Amsterdam,"38 km/h",7.0,1.3250000000000002,"1","3"
2020-01-04,Amsterdam,"34 km/h",6.75,0.025,"0","3"
2020-01-05,Amsterdam,"21 km/h",6.875,0.037500000000000006,"0","3"
2020-01-06,Amsterdam,"25 km/h",5.875,0.0,"1","3"
2020-01-07,Amsterdam,"36 km/h",6.625,0.0875,"1","3"
2020-01-08,Amsterdam,"7 km/h",9.875,0.225,"1","3"
2020-01-09,Amsterdam,"9 km/h",11.0,0.65,"1","3"
2020-01-10,Amsterdam,"33 km/h",8.0,0.75,"1","3"
2020-01-11,Amsterdam,"40 km/h",4.75,0.0,"0","3"
2020-01-12,Amsterdam,"48 km/h",7.25,0.05,"0","3"
2020-01-13,Amsterdam,"46 km/h",5.75,0.11249999999999999,"1","3"
2020-01-14,Amsterdam,"62 km/h",8.625,1.3124999999999998,"1","3"
2020-01-15,Amsterdam,"59 km/h",9.75,1.2625000000000002,"1","3"
2020-01-16,Amsterdam,"40 km/h",6.625,0.0,"1","3"
2020-01-17,Amsterdam,"35 km/h",8.0,0.3,"1","3"
2020-01-18,Amsterdam,"42 km/h",5.875,0.475,"0","3"
2020-01-19,Amsterdam,"25 km/h",5.375,0.16250000000000003,"0","3"
2020-01-20,Amsterdam,"9 km/h",4.875,0.0,"1","3"
2020-01-21,Amsterdam,"18 km/h",4.5,0.0,"1","3"
2020-01-22,Amsterdam,"9 km/h",5.875,0.025,"1","3"
2020-01-23,Amsterdam,"8 km/h",6.75,0.0,"1","3"
2020-01-24,Amsterdam,"9 km/h",3.25,0.0,"1","3"
2020-01-25,Amsterdam,"9 km/h",3.5,0.0,"0","3"
2020-01-26,Amsterdam,"29 km/h",3.875,0.0,"0","3"
2020-01-27,Amsterdam,"37 km/h",7.75,0.825,"1","3"
2020-01-28,Amsterdam,"44 km/h",5.125,1.9750000000000003,"1","3"
2020-01-29,Amsterdam,"35 km/h",5.0,0.2875,"1","3"
2020-01-30,Amsterdam,"44 km/h",6.25,0.0875,"1","3"
2020-01-31,Amsterdam,"46 km/h",8.75,0.025,"1","3"
2020-02-01,Amsterdam,"46 km/h",10.125,0.17500000000000002,"0","3"
2020-02-02,Amsterdam,"45 km/h",8.5,0.725,"0","3"
2020-02-03,Amsterdam,"43 km/h",8.75,0.31250000000000006,"1","3"
2020-02-04,Amsterdam,"37 km/h",5.75,0.525,"1","3"
2020-02-05,Amsterdam,"9 km/h",5.75,0.0,"1","3"
2020-02-06,Amsterdam,"9 km/h",6.375,0.0,"1","3"
2020-02-07,Amsterdam,"6 km/h",4.75,0.0,"1","3"
2020-02-08,Amsterdam,"27 km/h",6.5,0.575,"0","3"
2020-02-09,Amsterdam,"80 km/h",8.25,1.2,"0","3"
2020-02-10,Amsterdam,"61 km/h",7.375,1.8499999999999999,"1","3"
2020-02-11,Amsterdam,"58 km/h",5.25,0.35,"1","3"
2020-02-12,Amsterdam,"50 km/h",5.0,0.3625,"1","3"
2020-02-13,Amsterdam,"41 km/h",5.5,1.8125,"1","3"
2020-02-14,Amsterdam,"27 km/h",6.5,0.25,"1","3"
2020-02-15,Amsterdam,"59 km/h",8.375,0.0,"0","3"
2020-02-16,Amsterdam,"71 km/h",12.0,2.575,"0","3"
2020-02-17,Amsterdam,"49 km/h",7.5,1.275,"1","3"
2020-02-18,Amsterdam,"41 km/h",7.25,0.3,"1","3"
2020-02-19,Amsterdam,"40 km/h",6.0,0.4375,"1","3"
2020-02-20,Amsterdam,"49 km/h",7.625,0.7625,"1","3"
2020-02-21,Amsterdam,"45 km/h",6.375,0.36250000000000004,"1","3"
2020-02-22,Amsterdam,"62 km/h",9.375,0.07500000000000001,"0","3"
2020-02-23,Amsterdam,"69 km/h",8.875,2.4625,"0","3"
2020-02-24,Amsterdam,"57 km/h",5.5,2.125,"1","3"
2020-02-25,Amsterdam,"48 km/h",6.25,0.21250000000000002,"1","3"
2020-02-26,Amsterdam,"37 km/h",4.75,1.2750000000000001,"1","3"
2020-02-27,Amsterdam,"8 km/h",2.875,0.875,"1","3"
2020-02-28,Amsterdam,"43 km/h",3.75,0.3625,"1","3"
2020-02-29,Amsterdam,"45 km/h",7.75,0.7125,"0","3"
2020-03-01,Amsterdam,"47 km/h",6.625,0.30000000000000004,"0","3"
2020-03-02,Amsterdam,"24 km/h",5.5,0.8624999999999999,"1","3"
2020-03-03,Amsterdam,"22 km/h",5.5,0.1875,"1","3"
2020-03-04,Amsterdam,"6 km/h",6.125,0.12499999999999999,"1","3"
2020-03-05,Amsterdam,"31 km/h",5.75,0.25,"1","3"
2020-03-06,Amsterdam,"32 km/h",6.125,1.0875,"1","3"
2020-03-07,Amsterdam,"28 km/h",6.5,0.0,"0","3"
2020-03-08,Amsterdam,"41 km/h",8.375,0.0625,"0","3"
2020-03-09,Amsterdam,"30 km/h",7.0,0.0625,"1","3"
2020-03-10,Amsterdam,"54 km/h",9.0,1.1624999999999999,"1","3"
2020-03-11,Amsterdam,"51 km/h",10.0,0.25,"1","3"
2020-03-12,Amsterdam,"56 km/h",8.25,0.5249999999999999,"1","3"
2020-03-13,Amsterdam,"48 km/h",7.0,0.4875,"1","3"
2020-03-14,Amsterdam,"30 km/h",6.5,0.037500000000000006,"0","3"
2020-03-15,Amsterdam,"33 km/h",8.75,0.0,"0","3"
2020-03-16,Amsterdam,"9 km/h",9.25,0.0,"1","3"
2020-03-17,Amsterdam,"26 km/h",8.625,0.0,"1","3"
2020-03-18,Amsterdam,"33 km/h",9.875,0.0,"1","3"
2020-03-19,Amsterdam,"23 km/h",8.5,0.0,"1","3"
2020-03-20,Amsterdam,"30 km/h",7.125,0.0125,"1","3"
2020-03-21,Amsterdam,"35 km/h",5.125,0.0,"0","0"
2020-03-22,Amsterdam,"35 km/h",4.25,0.0,"0","0"
2020-03-23,Amsterdam,"33 km/h",4.625,0.0,"1","0"
2020-03-24,Amsterdam,"27 km/h",5.125,0.0,"1","0"
2020-03-25,Amsterdam,"25 km/h",6.25,0.0,"1","0"
2020-03-26,Amsterdam,"26 km/h",5.875,0.0,"1","0"
2020-03-27,Amsterdam,"33 km/h",7.625,0.0,"1","0"
2020-03-28,Amsterdam,"32 km/h",7.5,0.0125,"0","0"
2020-03-29,Amsterdam,"43 km/h",4.375,0.08750000000000001,"0","0"
2020-03-30,Amsterdam,"9 km/h",4.875,0.22499999999999998,"1","0"
2020-03-31,Amsterdam,"21 km/h",5.125,0.0,"1","0"
2020-04-01,Amsterdam,"9 km/h",5.25,0.037500000000000006,"1","0"
2020-04-02,Amsterdam,"27 km/h",7.25,0.07500000000000001,"1","0"
2020-04-03,Amsterdam,"9 km/h",7.25,0.175,"1","0"
2020-04-04,Amsterdam,"20 km/h",8.375,0.0,"0","0"
2020-04-05,Amsterdam,"27 km/h",11.875,0.0,"0","0"
2020-04-06,Amsterdam,"27 km/h",14.125,0.0125,"1","0"
2020-04-07,Amsterdam,"6 km/h",14.5,0.0,"1","0"
2020-04-08,Amsterdam,"5 km/h",16.625,0.0,"1","0"
2020-04-09,Amsterdam,"19 km/h",14.375,0.0,"1","0"
2020-04-10,Amsterdam,"17 km/h",11.375,0.0,"1","0"
2020-04-11,Amsterdam,"6 km/h",13.875,0.0,"0","0"
2020-04-12,Amsterdam,"6 km/h",15.875,0.0,"0","0"
2020-04-13,Amsterdam,"35 km/h",7.75,0.075,"1","0"
2020-04-14,Amsterdam,"9 km/h",7.0,0.0,"1","0"
2020-04-15,Amsterdam,"9 km/h",10.625,0.0,"1","0"
2020-04-16,Amsterdam,"24 km/h",13.0,0.0,"1","0"
2020-04-17,Amsterdam,"27 km/h",10.5,0.0,"1","0"
2020-04-18,Amsterdam,"8 km/h",10.25,0.425,"0","0"
2020-04-19,Amsterdam,"35 km/h",11.25,0.0,"0","0"
2020-04-20,Amsterdam,"41 km/h",11.125,0.0,"1","0"
2020-04-21,Amsterdam,"41 km/h",12.5,0.0,"1","0"
2020-04-22,Amsterdam,"36 km/h",13.875,0.0,"1","0"
2020-04-23,Amsterdam,"7 km/h",16.25,0.0,"1","0"
2020-04-24,Amsterdam,"19 km/h",12.75,0.0,"1","0"
2020-04-25,Amsterdam,"9 km/h",10.375,0.0,"0","0"
2020-04-26,Amsterdam,"9 km/h",11.75,0.0,"0","0"
2020-04-27,Amsterdam,"9 km/h",12.75,0.0,"1","0"
2020-04-28,Amsterdam,"26 km/h",7.5,0.8375,"1","0"
2020-04-29,Amsterdam,"24 km/h",10.875,0.30000000000000004,"1","0"
2020-04-30,Amsterdam,"33 km/h",11.0,0.42500000000000004,"1","0"
2020-05-01,Amsterdam,"35 km/h",10.375,1.3499999999999999,"1","0"
2020-05-02,Amsterdam,"25 km/h",11.0,0.5375,"0","0"
2020-05-03,Amsterdam,"8 km/h",11.875,0.35,"0","0"
2020-05-04,Amsterdam,"24 km/h",11.0,0.075,"1","0"
2020-05-05,Amsterdam,"23 km/h",9.375,0.0,"1","0"
2020-05-06,Amsterdam,"8 km/h",11.25,0.0,"1","0"
2020-05-07,Amsterdam,"9 km/h",13.75,0.0,"1","0"
2020-05-08,Amsterdam,"9 km/h",15.75,0.0,"1","0"
2020-05-09,Amsterdam,"19 km/h",16.75,0.0,"0","0"
2020-05-10,Amsterdam,"38 km/h",13.875,0.0125,"0","0"
2020-05-11,Amsterdam,"39 km/h",8.375,0.0125,"1","0"
2020-05-12,Amsterdam,"21 km/h",8.0,0.07500000000000001,"1","0"
2020-05-13,Amsterdam,"9 km/h",7.875,0.2,"1","0"
2020-05-14,Amsterdam,"22 km/h",8.125,0.025,"1","0"
2020-05-15,Amsterdam,"19 km/h",9.125,0.0625,"1","0"
2020-05-16,Amsterdam,"9 km/h",11.5,0.0,"0","0"
2020-05-17,Amsterdam,"9 km/h",14.125,0.0,"0","0"
2020-05-18,Amsterdam,"8 km/h",14.5,0.0,"1","0"
2020-05-19,Amsterdam,"17 km/h",15.25,0.0,"1","0"
2020-05-20,Amsterdam,"8 km/h",16.875,0.0,"1","0"
2020-05-21,Amsterdam,"9 km/h",19.5,0.0,"1","0"
2020-05-22,Amsterdam,"28 km/h",17.625,0.23750000000000002,"1","0"
2020-05-23,Amsterdam,"34 km/h",14.625,0.05,"0","0"
2020-05-24,Amsterdam,"32 km/h",12.875,0.4375,"0","0"
2020-05-25,Amsterdam,"9 km/h",15.75,0.0,"1","0"
2020-05-26,Amsterdam,"9 km/h",17.0,0.0,"1","0"
2020-05-27,Amsterdam,"22 km/h",15.375,0.0,"1","0"
2020-05-28,Amsterdam,"22 km/h",13.75,0.0,"1","0"
2020-05-29,Amsterdam,"24 km/h",14.75,0.0,"1","0"
2020-05-30,Amsterdam,"22 km/h",16.75,0.0125,"0","0"
2020-05-31,Amsterdam,"26 km/h",16.125,0.0,"0","0"
2020-06-01,Amsterdam,"25 km/h",17.0,0.0,"1","0"
2020-06-02,Amsterdam,"8 km/h",19.875,0.0,"1","0"
2020-06-03,Amsterdam,"22 km/h",16.625,0.0125,"1","0"
2020-06-04,Amsterdam,"27 km/h",13.0,0.25,"1","0"
2020-06-05,Amsterdam,"32 km/h",10.125,1.8749999999999998,"1","0"
2020-06-06,Amsterdam,"35 km/h",11.375,0.45,"0","0"
2020-06-07,Amsterdam,"33 km/h",12.75,0.8624999999999999,"0","0"
2020-06-08,Amsterdam,"9 km/h",14.125,0.375,"1","0"
2020-06-09,Amsterdam,"17 km/h",12.875,0.0125,"1","0"
2020-06-10,Amsterdam,"8 km/h",14.25,0.05,"1","0"
2020-06-11,Amsterdam,"9 km/h",14.625,0.38749999999999996,"1","0"
2020-06-12,Amsterdam,"23 km/h",19.125,0.23750000000000002,"1","0"
2020-06-13,Amsterdam,"8 km/h",20.125,1.2499999999999998,"0","0"
2020-06-14,Amsterdam,"9 km/h",19.75,0.05,"0","0"
2020-06-15,Amsterdam,"9 km/h",19.0,0.15,"1","0"
2020-06-16,Amsterdam,"9 km/h",18.125,0.75,"1","0"
2020-06-17,Amsterdam,"23 km/h",18.5,0.8124999999999999,"1","0"
2020-06-18,Amsterdam,"8 km/h",18.5,1.5999999999999999,"1","0"
2020-06-19,Amsterdam,"9 km/h",18.5,0.0125,"1","0"
2020-06-20,Amsterdam,"8 km/h",18.25,0.025,"0","0"
2020-06-21,Amsterdam,"21 km/h",18.25,0.05,"0","0"
2020-06-22,Amsterdam,"4 km/h",18.375,0.0,"1","1"
2020-06-23,Amsterdam,"9 km/h",20.5,0.0,"1","1"
2020-06-24,Amsterdam,"23 km/h",22.25,0.0,"1","1"
2020-06-25,Amsterdam,"24 km/h",22.875,0.0,"1","1"
2020-06-26,Amsterdam,"8 km/h",24.375,0.35,"1","1"
2020-06-27,Amsterdam,"9 km/h",20.25,1.4,"0","1"
2020-06-28,Amsterdam,"32 km/h",17.5,0.037500000000000006,"0","1"
2020-06-29,Amsterdam,"35 km/h",15.625,0.0,"1","1"
2020-06-30,Amsterdam,"35 km/h",16.5,0.1375,"1","1"
2020-07-01,Amsterdam,"28 km/h",18.0,0.1125,"1","1"
2020-07-02,Amsterdam,"29 km/h",17.25,0.49999999999999994,"1","1"
2020-07-03,Amsterdam,"33 km/h",17.125,0.0125,"1","1"
2020-07-04,Amsterdam,"38 km/h",15.25,0.8875,"0","1"
2020-07-05,Amsterdam,"48 km/h",18.125,0.037500000000000006,"0","1"
2020-07-06,Amsterdam,"39 km/h",15.375,0.5625,"1","1"
2020-07-07,Amsterdam,"8 km/h",15.125,0.15,"1","1"
2020-07-08,Amsterdam,"9 km/h",13.625,0.6625,"1","1"
2020-07-09,Amsterdam,"28 km/h",16.25,1.45,"1","1"
2020-07-10,Amsterdam,"27 km/h",16.0,0.6875,"1","1"
2020-07-11,Amsterdam,"7 km/h",15.5,0.2375,"0","1"
2020-07-12,Amsterdam,"9 km/h",17.625,0.0,"0","1"
2020-07-13,Amsterdam,"8 km/h",18.375,0.0,"1","1"
2020-07-14,Amsterdam,"16 km/h",15.125,0.475,"1","1"
2020-07-15,Amsterdam,"9 km/h",16.75,0.0125,"1","1"
2020-07-16,Amsterdam,"8 km/h",16.375,0.4625,"1","1"
2020-07-17,Amsterdam,"9 km/h",18.75,0.1125,"1","1"
2020-07-18,Amsterdam,"6 km/h",20.125,0.1375,"0","1"
2020-07-19,Amsterdam,"9 km/h",18.125,0.0375,"0","1"
2020-07-20,Amsterdam,"17 km/h",17.0,0.05,"1","1"
2020-07-21,Amsterdam,"8 km/h",16.125,0.0125,"1","1"
2020-07-22,Amsterdam,"9 km/h",16.25,0.0,"1","1"
2020-07-23,Amsterdam,"23 km/h",17.875,0.0,"1","1"
2020-07-24,Amsterdam,"25 km/h",19.25,0.45000000000000007,"1","1"
2020-07-25,Amsterdam,"26 km/h",18.0,0.375,"0","1"
2020-07-26,Amsterdam,"26 km/h",18.625,1.8125000000000002,"0","1"
2020-07-27,Amsterdam,"30 km/h",18.625,0.0,"1","1"
2020-07-28,Amsterdam,"33 km/h",17.625,0.2125,"1","1"
2020-07-29,Amsterdam,"29 km/h",16.375,0.05,"1","1"
2020-07-30,Amsterdam,"9 km/h",19.125,0.0,"1","1"
2020-07-31,Amsterdam,"27 km/h",23.5,0.0,"1","1"
2020-08-01,Amsterdam,"9 km/h",22.875,0.4,"0","1"
2020-08-02,Amsterdam,"8 km/h",18.625,0.07500000000000001,"0","1"
2020-08-03,Amsterdam,"8 km/h",16.625,0.475,"1","1"
2020-08-04,Amsterdam,"9 km/h",17.75,0.0,"1","1"
2020-08-05,Amsterdam,"26 km/h",20.875,0.0,"1","1"
2020-08-06,Amsterdam,"9 km/h",23.625,0.0,"1","1"
2020-08-07,Amsterdam,"9 km/h",27.25,0.0,"1","1"
2020-08-08,Amsterdam,"8 km/h",28.75,0.0,"0","1"
2020-08-09,Amsterdam,"26 km/h",26.125,0.0,"0","1"
2020-08-10,Amsterdam,"29 km/h",25.875,0.0375,"1","1"
2020-08-11,Amsterdam,"24 km/h",26.0,0.2375,"1","1"
2020-08-12,Amsterdam,"19 km/h",26.0,0.5,"1","1"
2020-08-13,Amsterdam,"8 km/h",25.875,1.9749999999999999,"1","1"
2020-08-14,Amsterdam,"9 km/h",24.25,2.525,"1","1"
2020-08-15,Amsterdam,"7 km/h",23.5,1.7625000000000002,"0","1"
2020-08-16,Amsterdam,"9 km/h",23.375,1.7374999999999998,"0","1"
2020-08-17,Amsterdam,"9 km/h",21.625,0.46249999999999997,"1","1"
2020-08-18,Amsterdam,"23 km/h",19.625,0.15,"1","1"
2020-08-19,Amsterdam,"27 km/h",20.625,0.11249999999999999,"1","1"
2020-08-20,Amsterdam,"28 km/h",22.875,0.2375,"1","1"
2020-08-21,Amsterdam,"36 km/h",23.0,0.1375,"1","1"
2020-08-22,Amsterdam,"39 km/h",19.5,0.85,"0","1"
2020-08-23,Amsterdam,"34 km/h",17.75,0.8625,"0","1"
2020-08-24,Amsterdam,"27 km/h",17.25,0.7375,"1","1"
2020-08-25,Amsterdam,"46 km/h",14.5,0.125,"1","1"
2020-08-26,Amsterdam,"59 km/h",17.0,0.6749999999999999,"1","1"
2020-08-27,Amsterdam,"9 km/h",16.875,0.5375000000000001,"1","1"
2020-08-28,Amsterdam,"33 km/h",16.75,1.05,"1","1"
2020-08-29,Amsterdam,"28 km/h",15.625,0.7875,"0","1"
2020-08-30,Amsterdam,"40 km/h",15.625,0.4124999999999999,"0","1"
2020-08-31,Amsterdam,"20 km/h",14.875,0.075,"1","1"
2020-09-01,Amsterdam,"9 km/h",15.125,0.0125,"1","1"
2020-09-02,Amsterdam,"9 km/h",16.375,0.025,"1","1"
2020-09-03,Amsterdam,"8 km/h",15.75,0.8124999999999999,"1","1"
2020-09-04,Amsterdam,"23 km/h",17.75,0.375,"1","1"
2020-09-05,Amsterdam,"24 km/h",15.375,1.1875,"0","1"
2020-09-06,Amsterdam,"19 km/h",15.25,0.35,"0","1"
2020-09-07,Amsterdam,"8 km/h",16.125,0.025,"1","1"
2020-09-08,Amsterdam,"24 km/h",18.75,0.0,"1","1"
2020-09-09,Amsterdam,"25 km/h",18.0,0.025,"1","1"
2020-09-10,Amsterdam,"7 km/h",17.25,0.0,"1","1"
2020-09-11,Amsterdam,"9 km/h",16.0,0.0,"1","1"
2020-09-12,Amsterdam,"24 km/h",15.75,0.037500000000000006,"0","1"
2020-09-13,Amsterdam,"23 km/h",17.5,0.0,"0","1"
2020-09-14,Amsterdam,"9 km/h",21.75,0.0,"1","1"
2020-09-15,Amsterdam,"9 km/h",24.5,0.0,"1","1"
2020-09-16,Amsterdam,"9 km/h",20.0,0.0,"1","1"
2020-09-17,Amsterdam,"28 km/h",15.125,0.0,"1","1"
2020-09-18,Amsterdam,"32 km/h",14.5,0.0,"1","1"
2020-09-19,Amsterdam,"27 km/h",15.75,0.0,"0","1"
2020-09-20,Amsterdam,"22 km/h",16.0,0.0,"0","1"
2020-09-21,Amsterdam,"9 km/h",18.75,0.0,"1","1"
2020-09-22,Amsterdam,"8 km/h",20.25,0.0,"1","2"
2020-09-23,Amsterdam,"29 km/h",17.25,0.2625,"1","2"
2020-09-24,Amsterdam,"36 km/h",13.75,1.4125,"1","2"
2020-09-25,Amsterdam,"36 km/h",11.125,0.42499999999999993,"1","2"
2020-09-26,Amsterdam,"33 km/h",13.0,0.6625,"0","2"
2020-09-27,Amsterdam,"8 km/h",15.125,1.4249999999999998,"0","2"
2020-09-28,Amsterdam,"8 km/h",14.625,0.6875,"1","2"
2020-09-29,Amsterdam,"9 km/h",15.875,0.17500000000000002,"1","2"
2020-09-30,Amsterdam,"23 km/h",14.75,0.5875,"1","2"
2020-10-01,Amsterdam,"32 km/h",13.75,0.8625,"1","2"
2020-10-02,Amsterdam,"37 km/h",12.875,0.0,"1","2"
2020-10-03,Amsterdam,"37 km/h",13.5,0.7124999999999999,"0","2"
2020-10-04,Amsterdam,"37 km/h",11.375,0.075,"0","2"
2020-10-05,Amsterdam,"40 km/h",11.375,0.6625,"1","2"
2020-10-06,Amsterdam,"34 km/h",12.375,2.725,"1","2"
2020-10-07,Amsterdam,"37 km/h",12.625,1.775,"1","2"
2020-10-08,Amsterdam,"51 km/h",13.75,1.8875,"1","2"
2020-10-09,Amsterdam,"24 km/h",12.375,0.5625,"1","2"
2020-10-10,Amsterdam,"31 km/h",9.75,2.7375000000000003,"0","2"
2020-10-11,Amsterdam,"27 km/h",10.625,0.6375000000000001,"0","2"
2020-10-12,Amsterdam,"19 km/h",10.875,0.0875,"1","2"
2020-10-13,Amsterdam,"26 km/h",10.5,0.0,"1","2"
2020-10-14,Amsterdam,"28 km/h",10.125,0.05,"1","2"
2020-10-15,Amsterdam,"23 km/h",10.125,0.1375,"1","2"
2020-10-16,Amsterdam,"8 km/h",9.25,0.0,"1","2"
2020-10-17,Amsterdam,"8 km/h",9.125,0.17500000000000002,"0","2"
2020-10-18,Amsterdam,"9 km/h",9.5,0.075,"0","2"
2020-10-19,Amsterdam,"9 km/h",10.375,0.0625,"1","2"
2020-10-20,Amsterdam,"31 km/h",10.875,0.0125,"1","2"
2020-10-21,Amsterdam,"58 km/h",14.5,2.125,"1","2"
2020-10-22,Amsterdam,"34 km/h",14.0,0.0625,"1","2"
2020-10-23,Amsterdam,"27 km/h",13.0,0.0125,"1","2"
2020-10-24,Amsterdam,"41 km/h",12.25,0.11249999999999999,"0","2"
2020-10-25,Amsterdam,"50 km/h",12.375,1.0749999999999997,"0","2"
2020-10-26,Amsterdam,"33 km/h",10.125,0.1125,"1","2"
2020-10-27,Amsterdam,"44 km/h",9.625,0.45000000000000007,"1","2"
2020-10-28,Amsterdam,"37 km/h",10.375,1.75,"1","2"
2020-10-29,Amsterdam,"39 km/h",9.5,1.4874999999999998,"1","2"
2020-10-30,Amsterdam,"41 km/h",13.25,0.5125,"1","2"
2020-10-31,Amsterdam,"35 km/h",13.625,0.45,"0","2"
2020-11-01,Amsterdam,"51 km/h",12.125,0.5,"0","2"
2020-11-02,Amsterdam,"54 km/h",16.0,0.17500000000000002,"1","2"
2020-11-03,Amsterdam,"41 km/h",10.0,0.15000000000000002,"1","2"
2020-11-04,Amsterdam,"34 km/h",9.125,0.037500000000000006,"1","2"
2020-11-05,Amsterdam,"7 km/h",9.0,0.0,"1","2"
2020-11-06,Amsterdam,"9 km/h",9.25,0.0,"1","2"
2020-11-07,Amsterdam,"6 km/h",9.625,0.0,"0","2"
2020-11-08,Amsterdam,"18 km/h",10.25,0.0,"0","2"
2020-11-09,Amsterdam,"20 km/h",12.625,0.0,"1","2"
2020-11-10,Amsterdam,"8 km/h",12.25,0.0,"1","2"
2020-11-11,Amsterdam,"21 km/h",10.625,0.0,"1","2"
2020-11-12,Amsterdam,"36 km/h",11.125,0.3125,"1","2"
2020-11-13,Amsterdam,"25 km/h",9.125,0.0125,"1","2"
2020-11-14,Amsterdam,"37 km/h",10.625,0.0,"0","2"
2020-11-15,Amsterdam,"45 km/h",12.25,1.7375,"0","2"
2020-11-16,Amsterdam,"36 km/h",10.375,0.3875,"1","2"
2020-11-17,Amsterdam,"33 km/h",11.5,0.0125,"1","2"
2020-11-18,Amsterdam,"37 km/h",10.875,0.0,"1","2"
2020-11-19,Amsterdam,"41 km/h",8.875,0.325,"1","2"
2020-11-20,Amsterdam,"31 km/h",6.375,0.0,"1","2"
2020-11-21,Amsterdam,"37 km/h",8.5,0.037500000000000006,"0","2"
2020-11-22,Amsterdam,"32 km/h",9.5,0.28750000000000003,"0","2"
2020-11-23,Amsterdam,"18 km/h",7.5,0.0125,"1","2"
2020-11-24,Amsterdam,"24 km/h",7.25,0.0,"1","2"
2020-11-25,Amsterdam,"23 km/h",7.125,0.0,"1","2"
2020-11-26,Amsterdam,"9 km/h",8.375,1.1375000000000002,"1","2"
2020-11-27,Amsterdam,"9 km/h",6.875,0.0,"1","2"
2020-11-28,Amsterdam,"21 km/h",5.875,0.0,"0","2"
2020-11-29,Amsterdam,"9 km/h",2.875,0.0,"0","2"
2020-11-30,Amsterdam,"9 km/h",1.875,0.2625,"1","2"
2020-12-01,Amsterdam,"31 km/h",7.375,1.3625,"1","2"
2020-12-02,Amsterdam,"7 km/h",6.125,0.0,"1","2"
2020-12-03,Amsterdam,"24 km/h",5.5,0.575,"1","2"
2020-12-04,Amsterdam,"44 km/h",6.25,1.025,"1","2"
2020-12-05,Amsterdam,"9 km/h",3.5,0.0,"0","2"
2020-12-06,Amsterdam,"20 km/h",3.125,0.0,"0","2"
2020-12-07,Amsterdam,"35 km/h",5.125,2.3625,"1","2"
2020-12-08,Amsterdam,"8 km/h",3.125,0.0,"1","2"
2020-12-09,Amsterdam,"8 km/h",2.75,0.0,"1","2"
2020-12-10,Amsterdam,"20 km/h",2.125,0.0,"1","2"
2020-12-11,Amsterdam,"25 km/h",1.125,0.45,"1","2"
2020-12-12,Amsterdam,"20 km/h",6.0,0.3375,"0","2"
2020-12-13,Amsterdam,"29 km/h",5.625,0.0125,"0","2"
2020-12-14,Amsterdam,"36 km/h",7.75,0.475,"1","2"
2020-12-15,Amsterdam,"24 km/h",8.625,1.4500000000000002,"1","2"
2020-12-16,Amsterdam,"31 km/h",6.75,0.0,"1","2"
2020-12-17,Amsterdam,"30 km/h",8.5,0.3,"1","2"
2020-12-18,Amsterdam,"30 km/h",7.75,0.0,"1","2"
2020-12-19,Amsterdam,"35 km/h",8.625,0.0125,"0","2"
2020-12-20,Amsterdam,"30 km/h",8.25,0.0125,"0","2"
2020-12-21,Amsterdam,"44 km/h",5.875,0.95,"1","2"
2020-12-22,Amsterdam,"9 km/h",10.0,2.0374999999999996,"1","3"
2020-12-23,Amsterdam,"5 km/h",10.25,1.575,"1","3"
2020-12-24,Amsterdam,"35 km/h",5.875,1.15,"1","3"
2020-12-25,Amsterdam,"31 km/h",4.75,0.2625,"1","3"
2020-12-26,Amsterdam,"47 km/h",3.75,0.0625,"0","3"
2020-12-27,Amsterdam,"61 km/h",6.125,2.7375,"0","3"
2020-12-28,Amsterdam,"20 km/h",3.0,0.025,"1","3"
2020-12-29,Amsterdam,"9 km/h",2.0,0.0,"1","3"
2020-12-30,Amsterdam,"31 km/h",4.75,0.2125,"1","3"
2020-12-31,Amsterdam,"21 km/h",3.25,0.23750000000000002,"1","3"
2021-01-01,Amsterdam,"9 km/h",3.125,0.037500000000000006,"1","3"
2021-01-02,Amsterdam,"17 km/h",3.625,0.075,"0","3"
2021-01-03,Amsterdam,"28 km/h",2.875,0.1625,"0","3"
2021-01-04,Amsterdam,"37 km/h",2.5,0.0625,"1","3"
2021-01-05,Amsterdam,"31 km/h",2.0,0.25,"1","3"
2021-01-06,Amsterdam,"23 km/h",2.375,0.19999999999999998,"1","3"
2021-01-07,Amsterdam,"9 km/h",2.625,0.45,"1","3"
2021-01-08,Amsterdam,"9 km/h",2.125,0.675,"1","3"
2021-01-09,Amsterdam,"9 km/h",2.5,0.025,"0","3"
2021-01-10,Amsterdam,"18 km/h",2.25,0.0,"0","3"
2021-01-11,Amsterdam,"37 km/h",3.875,0.0625,"1","3"
2021-01-12,Amsterdam,"40 km/h",5.125,1.3499999999999999,"1","3"
2021-01-13,Amsterdam,"29 km/h",3.875,0.1875,"1","3"
2021-01-14,Amsterdam,"24 km/h",1.75,0.0,"1","3"
2021-01-15,Amsterdam,"9 km/h",0.125,0.025,"1","3"
2021-01-16,Amsterdam,"8 km/h",0.5,0.0375,"0","3"
2021-01-17,Amsterdam,"21 km/h",3.0,0.3375,"0","3"
2021-01-18,Amsterdam,"30 km/h",4.875,0.075,"1","3"
2021-01-19,Amsterdam,"59 km/h",8.25,2.4625000000000004,"1","3"
