"date","city","max_gust","average_daily_temp","average_daily_rain","weekday","period_of_year"
2020-06-09,Copenhagen,"7 km/h",15.0,0.1875,"1","0"
2020-06-10,Copenhagen,"18 km/h",15.625,0.1125,"1","0"
2020-06-11,Copenhagen,"37 km/h",17.875,0.025,"1","0"
2020-06-12,Copenhagen,"36 km/h",18.125,0.037500000000000006,"1","0"
2020-06-13,Copenhagen,"47 km/h",18.0,0.28750000000000003,"0","0"
2020-06-14,Copenhagen,"42 km/h",17.125,0.0,"0","0"
2020-06-15,Copenhagen,"9 km/h",17.875,0.0,"1","0"
2020-06-16,Copenhagen,"27 km/h",18.75,0.0,"1","0"
2020-06-17,Copenhagen,"9 km/h",19.625,0.0,"1","0"
2020-06-18,Copenhagen,"9 km/h",19.5,0.0,"1","0"
2020-06-19,Copenhagen,"9 km/h",19.625,0.55,"1","0"
2020-06-20,Copenhagen,"32 km/h",18.25,0.6249999999999999,"0","0"
2020-06-21,Copenhagen,"24 km/h",15.875,0.0625,"0","0"
2020-06-22,Copenhagen,"28 km/h",17.625,0.21250000000000002,"1","1"
2020-06-23,Copenhagen,"29 km/h",17.5,0.0,"1","1"
2020-06-24,Copenhagen,"8 km/h",20.875,0.0,"1","1"
2020-06-25,Copenhagen,"8 km/h",21.75,0.0,"1","1"
2020-06-26,Copenhagen,"28 km/h",21.625,0.0125,"1","1"
2020-06-27,Copenhagen,"26 km/h",21.625,0.0,"0","1"
2020-06-28,Copenhagen,"26 km/h",20.625,0.675,"0","1"
2020-06-29,Copenhagen,"26 km/h",17.875,0.05,"1","1"
2020-06-30,Copenhagen,"46 km/h",16.125,0.7,"1","1"
2020-07-01,Copenhagen,"47 km/h",17.125,0.3125,"1","1"
2020-07-02,Copenhagen,"25 km/h",16.375,0.4000000000000001,"1","1"
2020-07-03,Copenhagen,"32 km/h",15.75,0.1875,"1","1"
2020-07-04,Copenhagen,"46 km/h",14.5,0.5874999999999999,"0","1"
2020-07-05,Copenhagen,"51 km/h",17.0,0.6,"0","1"
2020-07-06,Copenhagen,"50 km/h",15.125,0.175,"1","1"
2020-07-07,Copenhagen,"49 km/h",14.5,0.5875,"1","1"
2020-07-08,Copenhagen,"36 km/h",14.125,0.24999999999999997,"1","1"
2020-07-09,Copenhagen,"7 km/h",14.25,0.037500000000000006,"1","1"
2020-07-10,Copenhagen,"8 km/h",12.5,1.6125,"1","1"
2020-07-11,Copenhagen,"41 km/h",14.375,0.18750000000000003,"0","1"
2020-07-12,Copenhagen,"32 km/h",14.75,0.12499999999999999,"0","1"
2020-07-13,Copenhagen,"32 km/h",15.875,0.0,"1","1"
2020-07-14,Copenhagen,"9 km/h",15.875,0.075,"1","1"
2020-07-15,Copenhagen,"8 km/h",16.875,0.5125,"1","1"
2020-07-16,Copenhagen,"24 km/h",16.125,0.0125,"1","1"
2020-07-17,Copenhagen,"8 km/h",18.25,0.0,"1","1"
2020-07-18,Copenhagen,"7 km/h",19.375,0.0,"0","1"
2020-07-19,Copenhagen,"20 km/h",20.375,0.09999999999999999,"0","1"
2020-07-20,Copenhagen,"30 km/h",17.125,0.3375,"1","1"
2020-07-21,Copenhagen,"35 km/h",15.875,0.025,"1","1"
2020-07-22,Copenhagen,"36 km/h",15.625,0.025,"1","1"
2020-07-23,Copenhagen,"28 km/h",15.75,0.0125,"1","1"
2020-07-24,Copenhagen,"39 km/h",17.25,0.6375,"1","1"
2020-07-25,Copenhagen,"27 km/h",17.625,0.037500000000000006,"0","1"
2020-07-26,Copenhagen,"31 km/h",17.625,0.975,"0","1"
2020-07-27,Copenhagen,"28 km/h",17.125,0.3,"1","1"
2020-07-28,Copenhagen,"42 km/h",18.375,0.3,"1","1"
2020-07-29,Copenhagen,"43 km/h",15.875,0.15000000000000002,"1","1"
2020-07-30,Copenhagen,"42 km/h",15.625,0.08750000000000001,"1","1"
2020-07-31,Copenhagen,"31 km/h",17.0,0.0,"1","1"
2020-08-01,Copenhagen,"9 km/h",19.0,0.0,"0","1"
2020-08-02,Copenhagen,"36 km/h",19.125,0.8375,"0","1"
2020-08-03,Copenhagen,"20 km/h",17.375,0.1,"1","1"
2020-08-04,Copenhagen,"20 km/h",16.875,0.0,"1","1"
2020-08-05,Copenhagen,"28 km/h",17.5,0.1125,"1","1"
2020-08-06,Copenhagen,"28 km/h",21.375,0.0,"1","1"
2020-08-07,Copenhagen,"26 km/h",22.0,0.0,"1","1"
2020-08-08,Copenhagen,"9 km/h",23.0,0.0,"0","1"
2020-08-09,Copenhagen,"18 km/h",23.625,0.0,"0","1"
2020-08-10,Copenhagen,"21 km/h",23.0,0.1125,"1","1"
2020-08-11,Copenhagen,"25 km/h",20.75,0.0,"1","1"
2020-08-12,Copenhagen,"23 km/h",20.0,0.0,"1","1"
2020-08-13,Copenhagen,"6 km/h",21.25,0.0,"1","1"
2020-08-14,Copenhagen,"9 km/h",22.5,0.0,"1","1"
2020-08-15,Copenhagen,"8 km/h",23.375,0.0,"0","1"
2020-08-16,Copenhagen,"15 km/h",24.0,0.0,"0","1"
2020-08-17,Copenhagen,"24 km/h",23.375,0.0,"1","1"
2020-08-18,Copenhagen,"8 km/h",22.5,0.1,"1","1"
2020-08-19,Copenhagen,"9 km/h",22.125,1.4875,"1","1"
2020-08-20,Copenhagen,"5 km/h",20.25,0.575,"1","1"
2020-08-21,Copenhagen,"9 km/h",21.5,0.3125,"1","1"
2020-08-22,Copenhagen,"33 km/h",21.0,1.1124999999999998,"0","1"
2020-08-23,Copenhagen,"37 km/h",18.625,0.5875,"0","1"
2020-08-24,Copenhagen,"31 km/h",16.5,0.375,"1","1"
2020-08-25,Copenhagen,"28 km/h",16.125,0.037500000000000006,"1","1"
2020-08-26,Copenhagen,"9 km/h",17.5,0.5750000000000001,"1","1"
2020-08-27,Copenhagen,"9 km/h",15.25,0.7375,"1","1"
2020-08-28,Copenhagen,"9 km/h",15.375,0.4125000000000001,"1","1"
2020-08-29,Copenhagen,"8 km/h",17.625,0.35000000000000003,"0","1"
2020-08-30,Copenhagen,"9 km/h",17.5,0.1,"0","1"
2020-08-31,Copenhagen,"26 km/h",16.0,0.0,"1","1"
2020-09-01,Copenhagen,"6 km/h",16.25,0.07500000000000001,"1","1"
2020-09-02,Copenhagen,"24 km/h",16.0,0.037500000000000006,"1","1"
2020-09-03,Copenhagen,"33 km/h",16.75,0.05,"1","1"
2020-09-04,Copenhagen,"34 km/h",17.25,0.37500000000000006,"1","1"
2020-09-05,Copenhagen,"31 km/h",16.0,0.0875,"0","1"
2020-09-06,Copenhagen,"30 km/h",14.875,0.19999999999999998,"0","1"
2020-09-07,Copenhagen,"32 km/h",14.5,0.05,"1","1"
2020-09-08,Copenhagen,"44 km/h",17.125,0.075,"1","1"
2020-09-09,Copenhagen,"42 km/h",16.5,0.925,"1","1"
2020-09-10,Copenhagen,"45 km/h",14.375,0.0125,"1","1"
2020-09-11,Copenhagen,"28 km/h",14.5,0.0125,"1","1"
2020-09-12,Copenhagen,"37 km/h",15.625,0.07500000000000001,"0","1"
2020-09-13,Copenhagen,"43 km/h",15.75,0.0,"0","1"
2020-09-14,Copenhagen,"29 km/h",19.375,0.0,"1","1"
2020-09-15,Copenhagen,"9 km/h",20.25,0.0,"1","1"
2020-09-16,Copenhagen,"8 km/h",17.75,0.0,"1","1"
2020-09-17,Copenhagen,"40 km/h",13.125,0.0,"1","1"
2020-09-18,Copenhagen,"9 km/h",14.125,0.0,"1","1"
2020-09-19,Copenhagen,"8 km/h",15.25,0.0,"0","1"
2020-09-20,Copenhagen,"9 km/h",17.75,0.0,"0","1"
2020-09-21,Copenhagen,"9 km/h",16.75,0.0,"1","1"
2020-09-22,Copenhagen,"18 km/h",16.375,0.0,"1","2"
2020-09-23,Copenhagen,"8 km/h",18.25,0.0,"1","2"
2020-09-24,Copenhagen,"41 km/h",16.625,0.025,"1","2"
2020-09-25,Copenhagen,"37 km/h",14.5,5.8500000000000005,"1","2"
2020-09-26,Copenhagen,"5 km/h",13.5,0.05,"0","2"
2020-09-27,Copenhagen,"39 km/h",18.25,0.0625,"0","2"
2020-09-28,Copenhagen,"33 km/h",14.875,0.075,"1","2"
2020-09-29,Copenhagen,"18 km/h",15.0,0.0,"1","2"
2020-09-30,Copenhagen,"21 km/h",15.375,0.0,"1","2"
2020-10-01,Copenhagen,"37 km/h",14.375,0.0125,"1","2"
2020-10-02,Copenhagen,"43 km/h",15.375,0.0875,"1","2"
2020-10-03,Copenhagen,"53 km/h",15.5,0.037500000000000006,"0","2"
2020-10-04,Copenhagen,"48 km/h",15.5,0.037500000000000006,"0","2"
2020-10-05,Copenhagen,"29 km/h",14.625,0.3125,"1","2"
2020-10-06,Copenhagen,"36 km/h",12.0,1.1125,"1","2"
2020-10-07,Copenhagen,"31 km/h",12.875,0.38749999999999996,"1","2"
2020-10-08,Copenhagen,"39 km/h",11.125,0.7375,"1","2"
2020-10-09,Copenhagen,"42 km/h",11.625,0.25,"1","2"
2020-10-10,Copenhagen,"27 km/h",11.125,0.3375000000000001,"0","2"
2020-10-11,Copenhagen,"9 km/h",10.125,0.3,"0","2"
2020-10-12,Copenhagen,"7 km/h",10.75,0.09999999999999999,"1","2"
2020-10-13,Copenhagen,"9 km/h",11.0,0.0,"1","2"
2020-10-14,Copenhagen,"46 km/h",9.125,0.0,"1","2"
2020-10-15,Copenhagen,"41 km/h",8.125,0.0,"1","2"
2020-10-16,Copenhagen,"23 km/h",9.125,0.0,"1","2"
2020-10-17,Copenhagen,"4 km/h",8.75,0.0,"0","2"
2020-10-18,Copenhagen,"45 km/h",9.625,0.11249999999999999,"0","2"
2020-10-19,Copenhagen,"28 km/h",8.625,0.1125,"1","2"
2020-10-20,Copenhagen,"41 km/h",10.125,0.05,"1","2"
2020-10-21,Copenhagen,"51 km/h",10.875,0.43750000000000006,"1","2"
2020-10-22,Copenhagen,"60 km/h",14.0,0.0875,"1","2"
2020-10-23,Copenhagen,"41 km/h",11.875,0.0125,"1","2"
2020-10-24,Copenhagen,"33 km/h",11.625,0.4375,"0","2"
2020-10-25,Copenhagen,"43 km/h",12.5,0.125,"0","2"
2020-10-26,Copenhagen,"23 km/h",11.375,1.7625,"1","2"
2020-10-27,Copenhagen,"37 km/h",9.375,0.075,"1","2"
2020-10-28,Copenhagen,"42 km/h",10.5,0.08750000000000001,"1","2"
2020-10-29,Copenhagen,"33 km/h",10.125,1.1375000000000002,"1","2"
2020-10-30,Copenhagen,"30 km/h",8.375,0.4875,"1","2"
2020-10-31,Copenhagen,"8 km/h",11.125,0.12499999999999999,"0","2"
2020-11-01,Copenhagen,"43 km/h",10.375,0.5125000000000001,"0","2"
2020-11-02,Copenhagen,"55 km/h",14.125,0.36250000000000004,"1","2"
2020-11-03,Copenhagen,"47 km/h",10.875,0.0,"1","2"
2020-11-04,Copenhagen,"37 km/h",8.75,0.1375,"1","2"
2020-11-05,Copenhagen,"41 km/h",9.0,0.0625,"1","2"
2020-11-06,Copenhagen,"31 km/h",11.5,0.0,"1","2"
2020-11-07,Copenhagen,"18 km/h",10.75,0.025,"0","2"
2020-11-08,Copenhagen,"9 km/h",10.375,0.0,"0","2"
2020-11-09,Copenhagen,"9 km/h",9.875,0.0,"1","2"
2020-11-10,Copenhagen,"27 km/h",9.375,0.0,"1","2"
2020-11-11,Copenhagen,"22 km/h",7.625,0.0125,"1","2"
2020-11-12,Copenhagen,"29 km/h",8.5,0.025,"1","2"
2020-11-13,Copenhagen,"26 km/h",8.125,0.17500000000000002,"1","2"
2020-11-14,Copenhagen,"9 km/h",8.75,0.1,"0","2"
2020-11-15,Copenhagen,"42 km/h",10.625,0.0,"0","2"
2020-11-16,Copenhagen,"46 km/h",9.25,0.4750000000000001,"1","2"
2020-11-17,Copenhagen,"39 km/h",8.875,0.23750000000000002,"1","2"
2020-11-18,Copenhagen,"44 km/h",11.0,0.0,"1","2"
2020-11-19,Copenhagen,"61 km/h",7.25,0.23750000000000002,"1","2"
2020-11-20,Copenhagen,"46 km/h",4.25,0.037500000000000006,"1","2"
2020-11-21,Copenhagen,"53 km/h",6.375,0.21250000000000002,"0","2"
2020-11-22,Copenhagen,"45 km/h",7.75,0.1875,"0","2"
2020-11-23,Copenhagen,"45 km/h",7.5,0.05,"1","2"
2020-11-24,Copenhagen,"37 km/h",6.5,0.0,"1","2"
2020-11-25,Copenhagen,"30 km/h",7.5,0.0,"1","2"
2020-11-26,Copenhagen,"30 km/h",7.5,0.3625,"1","2"
2020-11-27,Copenhagen,"8 km/h",5.875,0.0,"1","2"
2020-11-28,Copenhagen,"19 km/h",3.75,0.0,"0","2"
2020-11-29,Copenhagen,"9 km/h",2.375,0.0,"0","2"
2020-11-30,Copenhagen,"8 km/h",2.25,0.0,"1","2"
2020-12-01,Copenhagen,"32 km/h",4.125,0.1375,"1","2"
2020-12-02,Copenhagen,"24 km/h",4.75,0.09999999999999999,"1","2"
2020-12-03,Copenhagen,"39 km/h",1.625,0.0125,"1","2"
2020-12-04,Copenhagen,"38 km/h",3.5,0.0,"1","2"
2020-12-05,Copenhagen,"31 km/h",4.625,0.0,"0","2"
2020-12-06,Copenhagen,"35 km/h",5.125,0.0125,"0","2"
2020-12-07,Copenhagen,"52 km/h",7.125,0.0,"1","2"
2020-12-08,Copenhagen,"34 km/h",4.375,0.05,"1","2"
2020-12-09,Copenhagen,"38 km/h",3.5,0.18749999999999997,"1","2"
2020-12-10,Copenhagen,"34 km/h",3.375,0.075,"1","2"
2020-12-11,Copenhagen,"25 km/h",3.375,0.0625,"1","2"
2020-12-12,Copenhagen,"37 km/h",4.375,0.025,"0","2"
2020-12-13,Copenhagen,"9 km/h",4.875,0.025,"0","2"
2020-12-14,Copenhagen,"38 km/h",4.75,0.0625,"1","2"
2020-12-15,Copenhagen,"27 km/h",6.25,0.0625,"1","2"
2020-12-16,Copenhagen,"25 km/h",5.875,0.3,"1","2"
2020-12-17,Copenhagen,"37 km/h",6.625,0.175,"1","2"
2020-12-18,Copenhagen,"30 km/h",6.25,0.0,"1","2"
2020-12-19,Copenhagen,"31 km/h",6.125,0.0,"0","2"
2020-12-20,Copenhagen,"29 km/h",6.625,0.05,"0","2"
2020-12-21,Copenhagen,"39 km/h",4.75,0.0625,"1","2"
2020-12-22,Copenhagen,"50 km/h",6.625,0.6875,"1","3"
2020-12-23,Copenhagen,"6 km/h",5.25,0.0875,"1","3"
2020-12-24,Copenhagen,"9 km/h",3.875,0.5125,"1","3"
2020-12-25,Copenhagen,"35 km/h",1.75,0.0,"1","3"
2020-12-26,Copenhagen,"45 km/h",1.875,0.025,"0","3"
2020-12-27,Copenhagen,"58 km/h",2.625,0.7875000000000001,"0","3"
2020-12-28,Copenhagen,"43 km/h",2.75,0.2875,"1","3"
2020-12-29,Copenhagen,"38 km/h",4.125,0.9624999999999999,"1","3"
2020-12-30,Copenhagen,"35 km/h",3.0,0.0875,"1","3"
2020-12-31,Copenhagen,"37 km/h",3.875,0.575,"1","3"
2021-01-01,Copenhagen,"7 km/h",2.0,0.30000000000000004,"1","3"
2021-01-02,Copenhagen,"9 km/h",1.5,0.0,"0","3"
2021-01-03,Copenhagen,"35 km/h",1.75,0.0,"0","3"
2021-01-04,Copenhagen,"36 km/h",0.75,0.0,"1","3"
2021-01-05,Copenhagen,"34 km/h",0.875,0.0,"1","3"
2021-01-06,Copenhagen,"40 km/h",1.375,1.65,"1","3"
2021-01-07,Copenhagen,"32 km/h",0.75,0.23750000000000004,"1","3"
2021-01-08,Copenhagen,"24 km/h",-0.625,0.23750000000000004,"1","3"
2021-01-09,Copenhagen,"18 km/h",-0.5,0.0,"0","3"
2021-01-10,Copenhagen,"38 km/h",0.375,0.18750000000000003,"0","3"
2021-01-11,Copenhagen,"54 km/h",3.125,0.375,"1","3"
2021-01-12,Copenhagen,"55 km/h",2.125,0.7124999999999999,"1","3"
2021-01-13,Copenhagen,"50 km/h",0.875,0.075,"1","3"
2021-01-14,Copenhagen,"42 km/h",-1.375,0.0,"1","3"
2021-01-15,Copenhagen,"23 km/h",-4.0,0.0,"1","3"
2021-01-16,Copenhagen,"4 km/h",-4.25,0.0,"0","3"
2021-01-17,Copenhagen,"8 km/h",-2.75,0.0125,"0","3"
2021-01-18,Copenhagen,"31 km/h",0.875,0.5125,"1","3"
2021-01-19,Copenhagen,"27 km/h",0.375,0.47500000000000003,"1","3"
2021-01-20,Copenhagen,"51 km/h",4.75,0.5,"1","3"
2021-01-21,Copenhagen,"55 km/h",5.625,0.037500000000000006,"1","3"
2021-01-22,Copenhagen,"53 km/h",4.625,0.43749999999999994,"1","3"
2021-01-23,Copenhagen,"8 km/h",2.375,0.0,"0","3"
2021-01-24,Copenhagen,"8 km/h",2.0,0.0,"0","3"
2021-01-25,Copenhagen,"17 km/h",1.375,0.0125,"1","3"
2021-01-26,Copenhagen,"30 km/h",1.25,0.0,"1","3"
2021-01-27,Copenhagen,"30 km/h",0.5,0.2375,"1","3"
2021-01-28,Copenhagen,"31 km/h",-0.25,0.3125,"1","3"
2021-01-29,Copenhagen,"21 km/h",-1.125,0.0,"1","3"
2021-01-30,Copenhagen,"21 km/h",-2.125,0.05,"0","3"
2021-01-31,Copenhagen,"30 km/h",-0.375,0.0,"0","3"
2021-02-01,Copenhagen,"21 km/h",-1.0,0.0,"1","3"
2021-02-02,Copenhagen,"8 km/h",0.25,0.0,"1","3"
2021-02-03,Copenhagen,"53 km/h",-0.625,0.6875,"1","3"
2021-02-04,Copenhagen,"40 km/h",-2.375,0.05,"1","3"
2021-02-05,Copenhagen,"32 km/h",-4.5,0.0,"1","3"
2021-02-06,Copenhagen,"36 km/h",-4.5,0.0,"0","3"
2021-02-07,Copenhagen,"44 km/h",-3.625,0.2625,"0","3"
2021-02-08,Copenhagen,"46 km/h",-3.25,0.1875,"1","3"
2021-02-09,Copenhagen,"48 km/h",-3.125,0.0625,"1","3"
2021-02-10,Copenhagen,"44 km/h",-3.375,0.037500000000000006,"1","3"
2021-02-11,Copenhagen,"30 km/h",-5.25,0.0,"1","3"
2021-02-12,Copenhagen,"26 km/h",-5.0,0.0,"1","3"
2021-02-13,Copenhagen,"24 km/h",-2.5,0.0,"0","3"
2021-02-14,Copenhagen,"28 km/h",-2.0,0.0,"0","3"
2021-02-15,Copenhagen,"48 km/h",-0.875,0.35000000000000003,"1","3"
2021-02-16,Copenhagen,"35 km/h",0.0,0.8999999999999999,"1","3"
2021-02-17,Copenhagen,"36 km/h",1.25,1.5125,"1","3"
2021-02-18,Copenhagen,"48 km/h",1.25,0.24999999999999997,"1","3"
2021-02-19,Copenhagen,"47 km/h",3.375,0.7374999999999998,"1","3"
2021-02-20,Copenhagen,"36 km/h",3.625,0.0,"0","3"
2021-02-21,Copenhagen,"32 km/h",5.875,0.0,"0","3"
2021-02-22,Copenhagen,"23 km/h",6.25,0.0,"1","3"
2021-02-23,Copenhagen,"31 km/h",7.5,0.0,"1","3"
2021-02-24,Copenhagen,"36 km/h",8.625,0.0,"1","3"
2021-02-25,Copenhagen,"34 km/h",9.375,0.0125,"1","3"
2021-02-26,Copenhagen,"47 km/h",5.375,0.0,"1","3"
2021-02-27,Copenhagen,"30 km/h",5.0,0.0,"0","3"
2021-02-28,Copenhagen,"8 km/h",6.25,0.0,"0","3"
2021-03-01,Copenhagen,"30 km/h",5.5,0.0,"1","3"
2021-03-02,Copenhagen,"7 km/h",5.25,0.0,"1","3"
2021-03-03,Copenhagen,"9 km/h",6.25,0.0,"1","3"
2021-03-04,Copenhagen,"31 km/h",2.25,0.0125,"1","3"
2021-03-05,Copenhagen,"26 km/h",0.875,0.0,"1","3"
2021-03-06,Copenhagen,"51 km/h",2.375,0.025,"0","3"
2021-03-07,Copenhagen,"57 km/h",3.75,0.05,"0","3"
2021-03-08,Copenhagen,"8 km/h",1.625,0.0,"1","3"
2021-03-09,Copenhagen,"7 km/h",2.0,0.0,"1","3"
2021-03-10,Copenhagen,"9 km/h",1.625,0.0,"1","3"
2021-03-11,Copenhagen,"63 km/h",4.0,1.05,"1","3"
2021-03-12,Copenhagen,"50 km/h",4.875,0.21250000000000002,"1","3"
2021-03-13,Copenhagen,"45 km/h",3.5,1.275,"0","3"
2021-03-14,Copenhagen,"32 km/h",3.75,0.41250000000000003,"0","3"
2021-03-15,Copenhagen,"9 km/h",3.875,0.1625,"1","3"
2021-03-16,Copenhagen,"30 km/h",3.25,0.0125,"1","3"
2021-03-17,Copenhagen,"7 km/h",3.875,0.0,"1","3"
2021-03-18,Copenhagen,"20 km/h",2.75,0.0,"1","3"
2021-03-19,Copenhagen,"27 km/h",1.125,0.0,"1","3"
2021-03-20,Copenhagen,"39 km/h",1.5,0.0,"0","3"
2021-03-21,Copenhagen,"50 km/h",4.75,0.0,"0","0"
2021-03-22,Copenhagen,"9 km/h",5.0,0.0,"1","0"
2021-03-23,Copenhagen,"26 km/h",6.875,0.0,"1","0"
2021-03-24,Copenhagen,"27 km/h",6.75,0.0125,"1","0"
2021-03-25,Copenhagen,"22 km/h",6.5,0.05,"1","0"
2021-03-26,Copenhagen,"43 km/h",7.0,0.1,"1","0"
2021-03-27,Copenhagen,"45 km/h",6.125,0.08750000000000001,"0","0"
2021-03-28,Copenhagen,"49 km/h",5.875,0.175,"0","0"
2021-03-29,Copenhagen,"39 km/h",8.0,0.1375,"1","0"
2021-03-30,Copenhagen,"35 km/h",11.125,0.0,"1","0"
2021-03-31,Copenhagen,"32 km/h",11.0,0.0,"1","0"
2021-04-01,Copenhagen,"7 km/h",5.875,0.075,"1","0"
2021-04-02,Copenhagen,"35 km/h",5.25,0.025,"1","0"
2021-04-03,Copenhagen,"42 km/h",5.0,0.0,"0","0"
2021-04-04,Copenhagen,"35 km/h",6.625,0.0,"0","0"
2021-04-05,Copenhagen,"52 km/h",3.375,0.5125,"1","0"
2021-04-06,Copenhagen,"44 km/h",2.875,0.30000000000000004,"1","0"
2021-04-07,Copenhagen,"33 km/h",3.5,0.36250000000000004,"1","0"
2021-04-08,Copenhagen,"35 km/h",4.0,0.037500000000000006,"1","0"
2021-04-09,Copenhagen,"50 km/h",5.5,0.425,"1","0"
2021-04-10,Copenhagen,"6 km/h",4.875,0.0,"0","0"
2021-04-11,Copenhagen,"6 km/h",2.75,0.35000000000000003,"0","0"
2021-04-12,Copenhagen,"29 km/h",4.375,0.11249999999999999,"1","0"
2021-04-13,Copenhagen,"28 km/h",4.5,0.0,"1","0"
2021-04-14,Copenhagen,"9 km/h",5.75,0.0,"1","0"
2021-04-15,Copenhagen,"26 km/h",5.75,0.0,"1","0"
2021-04-16,Copenhagen,"8 km/h",6.5,0.0,"1","0"
2021-04-17,Copenhagen,"20 km/h",6.0,0.0875,"0","0"
2021-04-18,Copenhagen,"16 km/h",9.75,0.025,"0","0"
2021-04-19,Copenhagen,"25 km/h",10.125,0.0,"1","0"
2021-04-20,Copenhagen,"9 km/h",9.5,0.0125,"1","0"
2021-04-21,Copenhagen,"41 km/h",7.0,0.1,"1","0"
2021-04-22,Copenhagen,"51 km/h",5.0,0.7000000000000001,"1","0"
2021-04-23,Copenhagen,"36 km/h",6.25,0.037500000000000006,"1","0"
2021-04-24,Copenhagen,"31 km/h",6.125,0.05,"0","0"
2021-04-25,Copenhagen,"26 km/h",5.75,0.0,"0","0"
2021-04-26,Copenhagen,"26 km/h",6.0,0.05,"1","0"
2021-04-27,Copenhagen,"8 km/h",7.625,0.0,"1","0"
2021-04-28,Copenhagen,"9 km/h",6.75,0.025,"1","0"
2021-04-29,Copenhagen,"24 km/h",7.125,0.1,"1","0"
2021-04-30,Copenhagen,"25 km/h",8.5,0.0,"1","0"
2020-01-01,Dublin,"36 km/h",5.625,0.0,"1","3"
2020-01-02,Dublin,"48 km/h",10.0,0.125,"1","3"
2020-01-03,Dublin,"49 km/h",6.75,0.21250000000000002,"1","3"
2020-01-04,Dublin,"41 km/h",7.5,0.0,"0","3"
2020-01-05,Dublin,"45 km/h",8.875,0.0,"0","3"
2020-01-06,Dublin,"51 km/h",8.25,0.65,"1","3"
2020-01-07,Dublin,"57 km/h",10.875,0.3875,"1","3"
2020-01-08,Dublin,"33 km/h",7.125,0.0125,"1","3"
2020-01-09,Dublin,"43 km/h",5.25,0.4625,"1","3"
2020-01-10,Dublin,"59 km/h",3.625,0.0,"1","3"
2020-01-11,Dublin,"66 km/h",10.625,1.1125,"0","3"
2020-01-12,Dublin,"42 km/h",6.375,0.30000000000000004,"0","3"
2020-01-13,Dublin,"83 km/h",6.625,1.475,"1","3"
2020-01-14,Dublin,"50 km/h",5.25,0.42500000000000004,"1","3"
2020-01-15,Dublin,"54 km/h",5.875,0.0,"1","3"
2020-01-16,Dublin,"73 km/h",8.375,1.7000000000000002,"1","3"
2020-01-17,Dublin,"39 km/h",5.25,0.125,"1","3"
2020-01-18,Dublin,"29 km/h",3.875,0.0,"0","3"
2020-01-19,Dublin,"24 km/h",4.25,0.0,"0","3"
2020-01-20,Dublin,"9 km/h",4.75,0.0,"1","3"
2020-01-21,Dublin,"4 km/h",5.75,0.0,"1","3"
2020-01-22,Dublin,"9 km/h",7.625,0.0,"1","3"
2020-01-23,Dublin,"9 km/h",7.625,0.0,"1","3"
2020-01-24,Dublin,"8 km/h",7.25,0.0,"1","3"
2020-01-25,Dublin,"36 km/h",6.625,0.025,"0","3"
2020-01-26,Dublin,"44 km/h",6.0,0.6875,"0","3"
2020-01-27,Dublin,"53 km/h",4.5,0.45,"1","3"
2020-01-28,Dublin,"55 km/h",3.625,0.4875,"1","3"
2020-01-29,Dublin,"48 km/h",6.0,0.0,"1","3"
2020-01-30,Dublin,"47 km/h",8.875,0.0,"1","3"
2020-01-31,Dublin,"53 km/h",11.0,0.11249999999999999,"1","3"
2020-02-01,Dublin,"58 km/h",8.125,0.037500000000000006,"0","3"
2020-02-02,Dublin,"58 km/h",7.5,0.3125,"0","3"
2020-02-03,Dublin,"67 km/h",6.25,0.0,"1","3"
2020-02-04,Dublin,"60 km/h",5.625,0.1375,"1","3"
2020-02-05,Dublin,"9 km/h",5.25,0.0,"1","3"
2020-02-06,Dublin,"39 km/h",4.75,0.0,"1","3"
2020-02-07,Dublin,"53 km/h",7.25,0.2125,"1","3"
2020-02-08,Dublin,"69 km/h",5.625,0.8,"0","3"
2020-02-09,Dublin,"75 km/h",10.0,2.5125,"0","3"
2020-02-10,Dublin,"68 km/h",4.125,0.3125,"1","3"
2020-02-11,Dublin,"69 km/h",3.375,0.05,"1","3"
2020-02-12,Dublin,"54 km/h",3.75,0.0125,"1","3"
2020-02-13,Dublin,"66 km/h",5.625,1.6124999999999998,"1","3"
2020-02-14,Dublin,"52 km/h",7.125,0.5125,"1","3"
2020-02-15,Dublin,"67 km/h",8.375,2.1375,"0","3"
2020-02-16,Dublin,"64 km/h",6.5,0.2375,"0","3"
2020-02-17,Dublin,"67 km/h",5.5,0.11249999999999999,"1","3"
2020-02-18,Dublin,"50 km/h",5.0,0.275,"1","3"
2020-02-19,Dublin,"48 km/h",5.375,0.8250000000000001,"1","3"
2020-02-20,Dublin,"55 km/h",6.375,1.025,"1","3"
2020-02-21,Dublin,"59 km/h",7.25,0.5875,"1","3"
2020-02-22,Dublin,"66 km/h",6.625,0.5750000000000001,"0","3"
2020-02-23,Dublin,"42 km/h",6.25,0.6249999999999999,"0","3"
2020-02-24,Dublin,"70 km/h",7.5,2.5249999999999995,"1","3"
2020-02-25,Dublin,"52 km/h",3.625,0.175,"1","3"
2020-02-26,Dublin,"53 km/h",3.625,0.0625,"1","3"
2020-02-27,Dublin,"31 km/h",4.25,0.025,"1","3"
2020-02-28,Dublin,"48 km/h",8.25,0.9,"1","3"
2020-02-29,Dublin,"78 km/h",3.625,0.575,"0","3"
2020-03-01,Dublin,"63 km/h",4.5,0.1,"0","3"
